KOActivity_1,KOActivity_2,KOActivity_3,Number of checks to be executed according to the suggestion,Minimum Check Number (Ideal Processing),Check Overprocessing
5819,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5821,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5822,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5824,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
5826,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5827,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5834,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5836,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5840,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
5841,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
5857,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5863,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5894,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5897,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5911,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5915,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
5917,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5926,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5936,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5948,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5949,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5956,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5958,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5963,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
5965,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5972,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5982,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
5984,CreditDecision,IdCancellation,PostFundingCancellation,1,1,0
5985,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
5994,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6001,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
6010,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6016,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6018,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6028,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6043,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6044,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6046,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6048,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6049,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6051,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6052,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6057,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6060,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6061,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6069,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6071,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6072,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6075,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6081,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6091,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6092,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6097,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6098,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6111,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6113,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6115,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6129,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6136,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6145,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6147,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6148,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6151,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6153,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6158,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6167,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6168,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6170,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6175,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6180,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6182,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6184,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6200,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6203,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6207,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6210,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6212,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6237,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6243,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6249,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6250,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6253,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6257,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6260,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6262,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6276,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6283,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6284,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6288,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6300,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6310,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6311,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6312,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6315,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6320,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6324,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6326,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6335,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6341,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6344,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6346,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6347,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6376,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6389,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6393,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6397,CreditDecision,IdCancellation,PostFundingCancellation,1,1,0
6403,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6411,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
6413,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6418,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6419,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6425,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6430,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6453,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6454,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6457,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6460,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6465,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6468,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6478,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6480,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6485,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6486,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6488,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6490,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6493,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6497,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6499,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6511,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6513,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6516,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6519,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6522,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6527,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6531,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6539,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6540,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6548,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6554,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6571,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6578,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6583,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6585,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6593,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6597,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6608,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6617,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6623,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6626,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6629,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6631,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6639,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6640,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6652,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6653,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6656,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6658,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6659,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6666,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6684,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6693,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6700,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6707,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6710,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6711,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6718,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6719,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6727,CreditDecision,IdCancellation,PostFundingCancellation,1,1,0
6731,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6732,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6737,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6739,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6747,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6757,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6767,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6768,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6769,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6771,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6772,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6775,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6779,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6787,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6788,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6789,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6798,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6800,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6802,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6803,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6806,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6807,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6813,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6815,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6819,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6826,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6828,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6831,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6832,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6835,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6837,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6838,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6839,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
6845,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
6848,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6849,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6859,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6864,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6867,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6890,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6893,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6899,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6900,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6905,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6912,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6914,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6915,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6919,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6927,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6928,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
6930,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6942,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6947,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6954,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6970,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6971,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6980,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
6985,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6986,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
6991,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
7000,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7004,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7005,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7006,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7012,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7014,CreditDecision,PostFundingCancellation,IdCancellation,3,3,0
7016,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7022,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7024,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7027,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7029,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7040,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7052,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
7059,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7062,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7066,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7069,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7075,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7076,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7081,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
7084,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7088,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7101,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7107,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7109,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7115,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7124,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7125,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7132,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7133,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7135,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7137,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
7139,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7141,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7156,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7157,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7158,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7165,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7166,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
7184,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7192,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
7193,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
