Case ID,Activity,Resource,Complete Timestamp,Variant,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-10120,T10 Determine necessity to stop indication,Resource05,2011/10/25 14:45:05.459,Variant 1,Internet,General,Group 5,Resource05,task-44424,complete,Group 1
case-10120,End,End,2011/10/25 14:45:05.459,Variant 1,End,End,End,End,End,End,End
case-10127,Confirmation of receipt,Resource06,2011/10/27 09:37:51.459,Variant 1,Internet,General,Group 5,Resource06,task-44038,complete,EMPTY
case-10127,T02 Check confirmation of receipt,Resource06,2011/10/27 09:38:11.536,Variant 1,Internet,General,Group 5,Resource06,task-44809,complete,Group 4
case-10127,T04 Determine confirmation of receipt,Resource06,2011/10/27 09:38:39.137,Variant 1,Internet,General,Group 5,Resource06,task-44811,complete,Group 3
case-10127,T05 Print and send confirmation of receipt,Resource06,2011/10/27 09:39:02.930,Variant 1,Internet,General,Group 5,Resource06,task-44812,complete,Group 2
case-10127,T06 Determine necessity of stop advice,Resource06,2011/10/27 09:39:43.531,Variant 1,Internet,General,Group 5,Resource06,task-44810,complete,Group 1
case-10127,T10 Determine necessity to stop indication,Resource06,2011/10/27 09:40:03.485,Variant 1,Internet,General,Group 5,Resource06,task-44814,complete,Group 1
case-10127,End,End,2011/10/27 09:40:03.485,Variant 1,End,End,End,End,End,End,End
case-10134,Confirmation of receipt,Resource03,2011/10/26 16:04:21.840,Variant 1,Internet,General,Group 8,Resource11,task-44094,complete,EMPTY
case-10134,T02 Check confirmation of receipt,Resource03,2011/10/26 16:04:43.045,Variant 1,Internet,General,Group 8,Resource11,task-44711,complete,Group 4
case-10134,T04 Determine confirmation of receipt,Resource03,2011/10/26 16:05:00.324,Variant 1,Internet,General,Group 8,Resource11,task-44713,complete,Group 3
case-10134,T05 Print and send confirmation of receipt,Resource03,2011/10/26 16:05:19.716,Variant 1,Internet,General,Group 8,Resource11,task-44714,complete,Group 2
case-10134,T06 Determine necessity of stop advice,Resource03,2011/10/26 16:05:34.867,Variant 1,Internet,General,Group 8,Resource11,task-44712,complete,Group 1
case-10134,T10 Determine necessity to stop indication,Resource03,2011/10/26 16:05:59.098,Variant 1,Internet,General,Group 8,Resource11,task-44715,complete,Group 1
case-10134,End,End,2011/10/26 16:05:59.098,Variant 1,End,End,End,End,End,End,End
case-10136,Confirmation of receipt,Resource03,2011/10/26 16:40:46.193,Variant 5,Internet,General,Group 8,Resource11,task-44102,complete,EMPTY
case-10136,T06 Determine necessity of stop advice,Resource03,2011/10/26 16:41:05.144,Variant 5,Internet,General,Group 8,Resource11,task-44738,complete,Group 1
case-10136,T02 Check confirmation of receipt,Resource03,2011/10/26 16:41:23.359,Variant 5,Internet,General,Group 8,Resource11,task-44737,complete,Group 4
case-10136,T04 Determine confirmation of receipt,Resource03,2011/10/26 16:41:39.797,Variant 5,Internet,General,Group 8,Resource11,task-44740,complete,Group 3
case-10136,T05 Print and send confirmation of receipt,Resource03,2011/10/26 16:41:56.091,Variant 5,Internet,General,Group 8,Resource11,task-44741,complete,Group 2
case-10136,T10 Determine necessity to stop indication,Resource03,2011/10/26 16:42:22.465,Variant 5,Internet,General,Group 8,Resource11,task-44739,complete,Group 1
case-10136,End,End,2011/10/26 16:42:22.465,Variant 5,End,End,End,End,End,End,End
case-10138,Confirmation of receipt,Resource12,2011/12/08 15:52:51.432,Variant 4,Internet,General,Group 5,Resource12,task-44150,complete,EMPTY
case-10138,T02 Check confirmation of receipt,Resource12,2011/12/08 15:53:26.952,Variant 4,Internet,General,Group 5,Resource12,task-49490,complete,Group 4
case-10138,T04 Determine confirmation of receipt,Resource12,2011/12/08 15:53:55.363,Variant 4,Internet,General,Group 5,Resource12,task-49494,complete,Group 3
case-10138,T06 Determine necessity of stop advice,Resource12,2011/12/08 15:55:00.037,Variant 4,Internet,General,Group 5,Resource12,task-49491,complete,Group 1
case-10138,T10 Determine necessity to stop indication,Resource12,2011/12/08 15:55:37.151,Variant 4,Internet,General,Group 5,Resource12,task-49496,complete,Group 1
case-10138,T05 Print and send confirmation of receipt,admin1,2011/12/14 14:36:32.274,Variant 4,Internet,General,Group 5,Resource12,task-49495,complete,Group 2
case-10138,End,End,2011/12/14 14:36:32.274,Variant 4,End,End,End,End,End,End,End
case-10146,Confirmation of receipt,Resource03,2011/11/07 16:24:56.152,Variant 1,Internet,General,Group 2,Resource03,task-44278,complete,EMPTY
case-10146,T02 Check confirmation of receipt,Resource03,2011/11/07 16:25:45.882,Variant 1,Internet,General,Group 2,Resource03,task-45622,complete,Group 4
case-10146,T04 Determine confirmation of receipt,Resource03,2011/11/16 13:05:43.389,Variant 1,Internet,General,Group 2,Resource03,task-45624,complete,EMPTY
case-10146,T05 Print and send confirmation of receipt,Resource03,2011/11/16 13:06:16.314,Variant 1,Internet,General,Group 2,Resource03,task-46832,complete,Group 2
case-10146,T06 Determine necessity of stop advice,Resource03,2011/11/16 13:06:32.021,Variant 1,Internet,General,Group 2,Resource03,task-45623,complete,Group 1
case-10146,T10 Determine necessity to stop indication,Resource03,2011/11/16 13:07:02.208,Variant 1,Internet,General,Group 2,Resource03,task-46833,complete,Group 1
case-10146,End,End,2011/11/16 13:07:02.208,Variant 1,End,End,End,End,End,End,End
case-10147,Confirmation of receipt,Resource03,2011/10/26 17:07:55.282,Variant 1,Internet,General,Group 8,Resource11,task-44297,complete,EMPTY
case-10147,T02 Check confirmation of receipt,Resource03,2011/10/26 17:10:03.859,Variant 1,Internet,General,Group 8,Resource11,task-44759,complete,Group 4
case-10147,T04 Determine confirmation of receipt,Resource03,2011/10/26 17:10:19.743,Variant 1,Internet,General,Group 8,Resource11,task-44761,complete,Group 3
case-10147,T05 Print and send confirmation of receipt,Resource03,2011/10/26 17:10:44.250,Variant 1,Internet,General,Group 8,Resource11,task-44762,complete,Group 2
case-10147,T06 Determine necessity of stop advice,Resource03,2011/10/26 17:10:58.544,Variant 1,Internet,General,Group 8,Resource11,task-44760,complete,Group 1
case-10147,T10 Determine necessity to stop indication,Resource03,2011/10/26 17:11:19.812,Variant 1,Internet,General,Group 8,Resource11,task-44763,complete,Group 1
case-10147,End,End,2011/10/26 17:11:19.812,Variant 1,End,End,End,End,End,End,End
case-10159,Confirmation of receipt,Resource03,2011/11/10 12:00:39.952,Variant 1,Internet,General,Group 8,Resource11,task-44315,complete,EMPTY
case-10159,T02 Check confirmation of receipt,Resource03,2011/11/10 12:01:15.080,Variant 1,Internet,General,Group 8,Resource11,task-46200,complete,Group 4
case-10159,T04 Determine confirmation of receipt,Resource03,2011/11/10 12:02:07.499,Variant 1,Internet,General,Group 8,Resource11,task-46202,complete,Group 3
case-10159,T05 Print and send confirmation of receipt,Resource03,2011/11/10 12:02:24.015,Variant 1,Internet,General,Group 8,Resource11,task-46203,complete,Group 2
case-10159,T06 Determine necessity of stop advice,Resource03,2011/11/10 12:02:41.340,Variant 1,Internet,General,Group 8,Resource11,task-46201,complete,Group 1
case-10159,T10 Determine necessity to stop indication,Resource03,2011/11/10 12:03:55.840,Variant 1,Internet,General,Group 8,Resource11,task-46204,complete,Group 1
case-10159,End,End,2011/11/10 12:03:55.840,Variant 1,End,End,End,End,End,End,End
case-10160,Confirmation of receipt,Resource02,2011/10/25 16:20:00.343,Variant 9,Internet,General,Group 5,Resource02,task-44421,complete,EMPTY
case-10160,T02 Check confirmation of receipt,Resource02,2011/10/25 16:21:08.384,Variant 9,Internet,General,Group 5,Resource02,task-44532,complete,Group 4
case-10160,T04 Determine confirmation of receipt,Resource02,2011/10/25 16:21:33.582,Variant 9,Internet,General,Group 5,Resource02,task-44534,complete,Group 3
case-10160,T05 Print and send confirmation of receipt,Resource02,2011/10/25 16:22:26.004,Variant 9,Internet,General,Group 5,Resource02,task-44535,complete,Group 2
case-10160,T06 Determine necessity of stop advice,Resource02,2011/10/25 16:24:25.818,Variant 9,Internet,General,Group 5,Resource02,task-44533,complete,Group 1
case-10160,End,End,2011/10/25 16:24:25.818,Variant 9,End,End,End,End,End,End,End
case-10183,Confirmation of receipt,Resource09,2011/12/09 15:16:10.879,Variant 4,Internet,General,Group 5,Resource09,task-44619,complete,EMPTY
case-10183,T02 Check confirmation of receipt,Resource09,2011/12/09 15:16:39.383,Variant 4,Internet,General,Group 5,Resource09,task-49575,complete,Group 4
case-10183,T04 Determine confirmation of receipt,Resource09,2011/12/09 15:17:02.175,Variant 4,Internet,General,Group 5,Resource09,task-49577,complete,Group 3
case-10183,T06 Determine necessity of stop advice,Resource09,2011/12/09 15:17:35.863,Variant 4,Internet,General,Group 5,Resource09,task-49576,complete,Group 1
case-10183,T10 Determine necessity to stop indication,Resource09,2011/12/09 15:24:28.994,Variant 4,Internet,General,Group 5,Resource09,task-49579,complete,Group 1
case-10183,T05 Print and send confirmation of receipt,Resource09,2011/12/09 15:30:04.403,Variant 4,Internet,General,Group 5,Resource09,task-49578,complete,Group 2
case-10183,End,End,2011/12/09 15:30:04.403,Variant 4,End,End,End,End,End,End,End
case-10196,Confirmation of receipt,Resource23,2011/11/07 09:53:41.967,Variant 1,Internet,General,Group 5,Resource23,task-44626,complete,EMPTY
case-10196,T02 Check confirmation of receipt,Resource23,2011/11/07 09:59:27.936,Variant 1,Internet,General,Group 5,Resource23,task-45499,complete,Group 4
case-10196,T04 Determine confirmation of receipt,Resource23,2011/11/07 09:59:55.396,Variant 1,Internet,General,Group 5,Resource23,task-45501,complete,Group 3
case-10196,T05 Print and send confirmation of receipt,Resource23,2011/11/07 10:00:26.195,Variant 1,Internet,General,Group 5,Resource23,task-45502,complete,Group 2
case-10196,T06 Determine necessity of stop advice,Resource23,2011/11/07 10:03:53.415,Variant 1,Internet,General,Group 5,Resource23,task-45500,complete,Group 1
case-10196,T10 Determine necessity to stop indication,Resource23,2011/11/07 10:04:19.919,Variant 1,Internet,General,Group 5,Resource23,task-45503,complete,Group 1
case-10196,End,End,2011/11/07 10:04:19.919,Variant 1,End,End,End,End,End,End,End
case-10198,Confirmation of receipt,Resource03,2011/11/07 16:41:35.421,Variant 5,Internet,General,Group 8,Resource11,task-44868,complete,EMPTY
case-10198,T06 Determine necessity of stop advice,Resource03,2011/11/07 16:42:00.650,Variant 5,Internet,General,Group 8,Resource11,task-45627,complete,Group 1
case-10198,T02 Check confirmation of receipt,Resource03,2011/11/07 16:42:25.734,Variant 5,Internet,General,Group 8,Resource11,task-45626,complete,Group 4
case-10198,T04 Determine confirmation of receipt,Resource03,2011/11/07 16:42:53.160,Variant 5,Internet,General,Group 8,Resource11,task-45631,complete,Group 3
case-10198,T05 Print and send confirmation of receipt,Resource03,2011/11/07 16:43:09.610,Variant 5,Internet,General,Group 8,Resource11,task-45632,complete,Group 2
case-10198,T10 Determine necessity to stop indication,Resource03,2011/11/07 16:43:33.300,Variant 5,Internet,General,Group 8,Resource11,task-45630,complete,Group 1
case-10198,End,End,2011/11/07 16:43:33.300,Variant 5,End,End,End,End,End,End,End
case-10199,Confirmation of receipt,Resource13,2011/10/31 13:27:03.433,Variant 1,Desk,General,Group 5,Resource13,task-44710,complete,EMPTY
case-10199,T02 Check confirmation of receipt,Resource13,2011/10/31 13:27:59.136,Variant 1,Desk,General,Group 5,Resource13,task-45152,complete,EMPTY
case-10199,T04 Determine confirmation of receipt,Resource13,2011/10/31 13:29:26.336,Variant 1,Desk,General,Group 5,Resource13,task-45154,complete,EMPTY
case-10199,T05 Print and send confirmation of receipt,Resource13,2011/10/31 13:30:30.258,Variant 1,Desk,General,Group 5,Resource13,task-45155,complete,EMPTY
case-10199,T06 Determine necessity of stop advice,Resource13,2011/10/31 13:30:58.868,Variant 1,Desk,General,Group 5,Resource13,task-45153,complete,Group 1
case-10199,T10 Determine necessity to stop indication,Resource13,2011/10/31 13:31:26.913,Variant 1,Desk,General,Group 5,Resource13,task-45159,complete,Group 1
case-10199,End,End,2011/10/31 13:31:26.913,Variant 1,End,End,End,End,End,End,End
case-10202,Confirmation of receipt,Resource23,2011/11/11 12:26:45.553,Variant 1,Desk,General,Group 5,Resource23,task-44758,complete,EMPTY
case-10202,T02 Check confirmation of receipt,Resource23,2011/11/11 12:27:13.213,Variant 1,Desk,General,Group 5,Resource23,task-46355,complete,Group 4
case-10202,T04 Determine confirmation of receipt,Resource23,2011/11/11 12:27:35.312,Variant 1,Desk,General,Group 5,Resource23,task-46357,complete,Group 3
case-10202,T05 Print and send confirmation of receipt,Resource23,2011/11/11 12:28:32.859,Variant 1,Desk,General,Group 5,Resource23,task-46358,complete,EMPTY
case-10202,T06 Determine necessity of stop advice,Resource23,2011/11/11 12:28:54.141,Variant 1,Desk,General,Group 5,Resource23,task-46356,complete,Group 1
case-10202,T10 Determine necessity to stop indication,Resource23,2011/11/11 12:29:22.728,Variant 1,Desk,General,Group 5,Resource23,task-46360,complete,Group 1
case-10202,End,End,2011/11/11 12:29:22.728,Variant 1,End,End,End,End,End,End,End
case-10211,Confirmation of receipt,Resource03,2011/11/07 17:10:25.162,Variant 1,Internet,General,Group 8,Resource11,task-44920,complete,EMPTY
case-10211,T02 Check confirmation of receipt,Resource03,2011/11/07 17:10:46.884,Variant 1,Internet,General,Group 8,Resource11,task-45661,complete,Group 4
case-10211,T04 Determine confirmation of receipt,Resource03,2011/11/07 17:11:03.116,Variant 1,Internet,General,Group 8,Resource11,task-45663,complete,Group 3
case-10211,T05 Print and send confirmation of receipt,Resource03,2011/11/07 17:11:17.467,Variant 1,Internet,General,Group 8,Resource11,task-45664,complete,Group 2
case-10211,T06 Determine necessity of stop advice,Resource03,2011/11/07 17:11:33.028,Variant 1,Internet,General,Group 8,Resource11,task-45662,complete,Group 1
case-10211,T10 Determine necessity to stop indication,Resource03,2011/11/07 17:11:56.020,Variant 1,Internet,General,Group 8,Resource11,task-45665,complete,Group 1
case-10211,End,End,2011/11/07 17:11:56.020,Variant 1,End,End,End,End,End,End,End
case-10218,Confirmation of receipt,Resource03,2011/11/07 17:38:30.783,Variant 1,Internet,General,Group 8,Resource11,task-44926,complete,EMPTY
case-10218,T02 Check confirmation of receipt,Resource03,2011/11/07 17:39:57.124,Variant 1,Internet,General,Group 8,Resource11,task-45681,complete,Group 4
case-10218,T04 Determine confirmation of receipt,Resource03,2011/11/07 17:40:14.204,Variant 1,Internet,General,Group 8,Resource11,task-45683,complete,Group 3
case-10218,T05 Print and send confirmation of receipt,Resource03,2011/11/07 17:40:27.744,Variant 1,Internet,General,Group 8,Resource11,task-45684,complete,Group 2
case-10218,T06 Determine necessity of stop advice,Resource03,2011/11/07 17:40:42.920,Variant 1,Internet,General,Group 8,Resource11,task-45682,complete,Group 1
case-10218,T10 Determine necessity to stop indication,Resource03,2011/11/07 17:41:08.668,Variant 1,Internet,General,Group 8,Resource11,task-45685,complete,Group 1
case-10218,End,End,2011/11/07 17:41:08.668,Variant 1,End,End,End,End,End,End,End
case-10220,Confirmation of receipt,Resource03,2011/11/08 10:00:30.827,Variant 1,Internet,General,Group 8,Resource11,task-44928,complete,EMPTY
case-10220,T02 Check confirmation of receipt,Resource03,2011/11/08 10:01:19.566,Variant 1,Internet,General,Group 8,Resource11,task-45705,complete,Group 4
case-10220,T04 Determine confirmation of receipt,Resource03,2011/11/08 10:01:39.235,Variant 1,Internet,General,Group 8,Resource11,task-45707,complete,Group 3
case-10220,T05 Print and send confirmation of receipt,Resource03,2011/11/08 10:01:56.265,Variant 1,Internet,General,Group 8,Resource11,task-45708,complete,Group 2
case-10220,T06 Determine necessity of stop advice,Resource03,2011/11/08 10:02:13.352,Variant 1,Internet,General,Group 8,Resource11,task-45706,complete,Group 1
